unique_id,id,year,text,label
2000_b150b1df3590f4ecdd99b51bd278b104,T1,2000,They look at Washington and see people pointing fingers and casting blame and saying one thing and doing another,Premise
2000_05ab4f182d4cde843c0edc83ad76c66a,T2,2000,"There's a lot of young folks saying, you know, why do I want to be involved with this mess",Premise
2000_05ad2ed76abaa9546b63154c44ad6946,T3,2000,"could an administration change the tone in Washington, D.C",Premise
2000_c85862b6e6484ab10e753e5f820e2fca,T4,2000,We worked together,Premise
2000_ff2222dc20675a973bd539fbcb524b81,T563,2000,We've got to change it,Claim
2000_d1b0f2b3ecbb06a62d8dc19aeae6c9da,T564,2000,We can,Claim
2000_4f8a62dc55e8bfb24fb5d0f12b9766c0,T565,2000,we can renew and rekindle the American spirit and make our future what our founders dreamed it could be,Claim
2000_ce203c404523d528ad85ba7c5b44c01f,T566,2000,We need campaign finance reform,Claim
2000_7b14340b7db0bdda8b65fa7cc39adf3e,T567,2000,we need to shoot straight with young and old alike and tell them what the real choices are,Claim
2000_2a7c432bf328cd96376b50b18a3f8dad,T568,2000,They ought to have their voices heard,Claim
2000_d09888f3fcb63c5d9b7a9d6631dc83c3,T569,2000,they shouldn't have a big megaphone that drowns out the American people,Claim
2000_7ea6a652c70a2a9b48810221c52924d6,T570,2000,The big oil companies are against the measures to get more energy independence and renewable fuel,Premise
2000_bfa8052290e7687310d6551a0e264204,T571,2000,Bush does not support,Premise
2000_e7f86ac060ed3bdc8d21ae4b07bac11e,T572,2000,I think that the special interests have too much power,Claim
2000_6511e8cf5c28b371bb271bbb13a9d7dd,T573,2000,we need to give our democracy back to the American people,Claim
2000_d6462ccd691cfca56ab7de3835c27f97,T574,2000,I will make the McCain-Feingold Campaign Finance Reform bill the very first measure that I send to the Congress as president,Claim
2000_f7a041ba4c4c0d9e4c13f86f9b81033c,T575,2000,I don't believe that's a fair measure,Claim
2000_97f414aad9fbb2486e09d5eb8464b725,T576,2000,we've got to address one of the biggest threats to our democracy,Claim
2000_1297e2791109c8139e3248a0230247dc,T577,2000,that is the current campaign financing system,Premise
2000_1177212644a8af45a8b8913bce4c6db3,T578,2000,I know they say it doesn't rank anywhere on the polls,Premise
2000_54ccfa08b16f03e51c8d9d31c64931b5,T579,2000,we believe in our future,Claim
2000_0b964a55752c625a4cfbcf7d0d77906c,T580,2000,we know we have the ability to shape our future,Claim
2000_64e566dcc11b550cccf5af70a07e0834,T581,2000,"Sometimes people who are very idealistic and have great dreams, as young people do, are apt to stay at arm's length from the political process",Premise
2000_5c99267e2a514323a2963afa1a2d32cb,T582,2000,they think their good hearts might be brittle,Premise
2000_93d09c774d4d06ae90bd0581103ac2a1,T583,2000,"if they invest their hopes and allow themselves to believe, then they're gonna be let down and disappointed",Claim
2000_e7ac85e6259d3dae1112bc7f1e571c7b,T584,2000,thank goodness we've always had enough people who have been willing in every generation to push past the fear of a broken heart and become deeply involved in forming a more perfect union,Claim
2000_c47cde1fe3fb8664f46d234c3d5fdc0f,T585,2000,Governor Bush opposes it,Premise
2000_31fda9fad06777cba6d34ec473c5d3c8,T586,2000,I wish that he would consider changing his mind on that,Premise
2000_a6d9f71878d8069a20fbaeb6a3eac7c7,T587,2000,"Those issues you mentioned, Social Security, prescription drugs, the big drug companies are against the prescription drug proposal that I've made",Premise
2000_31f6a1effc494f30e770853dbcb98738,T588,2000,"The HMOs are against the patient's rights bill, the Dingle-Norwood bill that I support",Premise
2000_a30c097fe4da066e0c0a2389f1ce5935,T589,2000,they don't want any part of politics,Claim
2000_2170cb8e4a7f52a2a4dff1b72371333c,T590,2000,"A lot of people are sick and tired of the bitterness in Washington, D.C.",Premise
2000_5721a0de3e2f1256b8a8f98eef20d4f1,T591,2000,That's the best way to get people back in the system,Claim
2000_19db9b35ca90bdc79e200eaa73c48664,T592,2000,"That's what Washington, D.C. needs",Claim
2000_4a789326f1c15104317bf1f82d618eb2,T593,2000,I didn't care whether he was a Republican or Democrat,Claim
2000_c462b0527257a5d94af7ca6c3cdb9d16,T594,2000,What I cared about is could we work together,Claim
2000_9c0027e0eeb7103a74139d39d92142ee,T595,2000,He's a Democrat,Premise
2000_e9abc96bbc5216779fdbe115941e7055,T596,2000,I think it's the tone,Claim
2000_2630988fb50f98f300ab4e8cf7088bc6,T597,2000,I think it's the attitude,Claim
2000_d28efc2682372befaf8ad2c91b54254e,T598,2000,I think it's a cynicism in Washington,Claim
2000_152b216301552770e39eab5ba5061432,T599,2000,it doesn't have to be that way,Claim
2000_fd70efe337ed1e5db511b15725c66a1f,T600,2000,That's what happened in Texas,Claim
2000_118fb80be8377c047139a67b46903189,T601,2000,"I believe the answer is yes, otherwise I wouldn't be asking for your vote",Claim
2000_82b3c020b00ee122a8e905321dab46a1,T602,2000,I don't think it's the issues that turn kids off,Claim
2000_3124f5eadf26352d28f7bcf63a69a0be,T603,2000,We better get it right now,Claim
2000_73ed6e77d02c2612c79dfd1ee959b45f,T604,2000,"what I think needs to happen in order to encourage the young to become involved is to shoot straight, is to set aside the partisan differences, and set an agenda that will make sense",Claim
2000_5cbc1b422182be8ef89fe1f12a3fa5c3,T605,2000,"Medicare is relevant for all of us, young and old alike",Premise
2000_63cad7319f96641fd6b977c8df8bf85c,T606,2000,Tax reform is relevant for old and young alike,Premise
2000_68d53c64608eb67259d442581f8a4002,T607,2000,There is a man here in this audience named Hugo Berlanga,Premise
2000_b5a8e9569378f7af8921d4a4fb5fefee,T608,2000,He is the chairman of the health committee,Premise
2000_1a31f320427c5acf49d9a023a61ab5d2,T609,2000,"He came here for a reason, to tout our record on health in Texas",Premise
2000_c0822b0152be076373e1bf962eb5f716,T1,2000,"Once again in the Middle East, peace talks on the one hand, deadly confrontations on the other, and the flashpoint, Jerusalem, and then there's Syria. Is United States policy what it should be?",Question
2000_d290b8e2214f46a17935ff408b38dc53,T2,2000,Secretary Albright has been in Paris meeting with prime minister Barak and chairman Arafat,Premise
2000_cd5cf08c5d5692e46b07152f78eb188f,T3,2000,By virtue of the end of the Cold War,Premise
2000_c3cabf4201a646998f580f2a57c2a55d,T4,2000,"With the end of the Soviet Union, the implosion of the empire, that created a vacuum if you will, and made it easier for us to operate there",Premise
2000_fb11305e7c11cae8774f88002aaca0dc,T285,2000,America has a national strategic interest and principled interest in peace in the Middle East,Claim
2000_7cc0f8a3270e688c1a271b5ff9fea863,T286,2000,Al Gore and I will continue to do that,Claim
2000_135acf883a574521c0cfe7aea5bd0d70,T287,2000,"We've been on a very constructive course in the Middle East, played an unusual, unique role",Claim
2000_a376d9e7007d701aed4e6ad0b280f0d8,T288,2000,"I hope I might, through my friendships in Israel and throughout the Arab world, play a unique role in bringing peace to this -- this sacred region of the world",Premise
2000_2a21df4f3350fd6b8112c162209ddcb5,T289,2000,So much work has been done by the people there with the support of this administration,Premise
2000_a15a2844321377b9366afb88c7745afd,T290,2000,"So much progress has been made in the original Oslo agreements between the Israelis, the Palestinians, adopted in 1993, and the peace between Israel and Jordan thereafter",Premise
2000_5716f4502a004e8085556c0e293baa0b,T291,2000,Al Gore has played a critical role in advancing that process over the last eight years,Claim
