unique_id,id,year,text,label
2004_895f7930999b5f3bd3a61f6c52c70e3e,T1,2004,That's what leadership is all about.,Premise
2004_dbcdb1bfc16e86295b09e7454239d7de,T2,2004,We not only fixed Medicare and took it way out into the future,Claim
2004_e4ea61c4a04503edb54c68e840dd5821,T3,2004,we did something that you don't know how to do,Claim
2004_b5f7d71ba29f3392b576be7d552b0720,T4,2004,We balanced the budget.,Claim
2004_9e1169bff9ee31a1a59ea8736b278cd9,T5,2004,we know how to do it,Premise
2004_f685d3a87708a820c33a1e6ec3038ce4,T6,2004,"Mr. President, you're batting 0 for 2.",Claim
2004_39db5b331893c9f75986adbe9570d91c,T441,2004,Just want to make sure they're safe,Claim
2004_d86b6a2e64aff89c1ef42c83a901acdd,T442,2004,"When a drug comes in from Canada, I want to make sure it cures you and doesn't kill you",Claim
2004_e89762c7b94c1cb2c393dcad1b57ef5a,T443,2004,I haven't yet,Premise
2004_7d8b96106dc5baf33fd1e963a66b3692,T444,2004,the FDA and that's why the surgeon general are looking very carefully to make sure it can be done in a safe way,Premise
2004_c0c3035b23a3c526c463cfe193b40127,T445,2004,I've got an obligation to make sure our government does everything we can to protect you,Premise
2004_150aa1dc2432088635504df7634b7c67,T446,2004,"what my worry is is that, you know, it looks like it's from Canada, and it might be from a third world",Claim
2004_cac7376c7d873274c1959140c0400d45,T447,2004,"we've just got to make sure, before somebody thinks they're buying a product, that it works",Claim
2004_fc890c9842c2db7749648a7e9223e4e0,T448,2004,"it may very well be here in December you'll hear me say, I think there's a safe way to do it",Claim
2004_8b2ed7b1bb2ce6f74d97d225abf39ae8,T449,2004,There are other ways to make sure drugs are cheaper,Claim
2004_82ba63415ca1d941bbf81a015f1aab31,T450,2004,"One is to speed up generic drugs to the marketplace, quicker",Premise
2004_d8980f293e2b44a07c1e6504ce4da3e4,T451,2004,"Pharmaceuticals were using loopholes to keep brand -- brand drugs in place, and generics are much less expensive than brand drugs",Premise
2004_b77ff0da2106961e662e0166439eae7a,T452,2004,we're doing just that,Claim
2004_c3cc5e9a2081040104153ae8c0b02959,T453,2004,they're working,Claim
2004_9593436d32199dd772560c129b6bffcd,T454,2004,Another is to pass -- to get our seniors to sign up to these drug discount cards,Premise
2004_5f054c5c8e926a0ac00e6e9632156157,T455,2004,"Wanda Blackmore I met here from Missouri, the first time she bought drugs with her drug discount card, she paid $1.14, I think it was, for about $10 worth of drugs",Premise
2004_2e2d0ec828282affa7d253490517fbe0,T456,2004,These cards make sense,Claim
2004_b5b71c5cebce08d73fba542eb481edd9,T457,2004,in 2006 seniors are going to get prescription drug coverage for the first time in Medicare,Claim
2004_2b5cd71cf34d9a4adc58e1b0abe8ebed,T458,2004,I went to Washington to fix problems,Premise
2004_a514fd9546898d4282eb095106ab7ba4,T459,2004,I think our seniors deserve a modern medical system,Claim
2004_72b8f6af63d60d70c9f1369110bdb9c6,T460,2004,"in 2006, our seniors will get prescription drug coverage",Claim
2004_d07f8992e38a6a7b636db82c08a22ad8,T461,2004,People didn't want to touch it for fear of getting hurt politically,Claim
2004_ca2e70422aab341cc072ae665b6039f8,T462,2004,"Medicare -- the issue of Medicare used to be called ""Mediscare.""",Premise
2004_6b9b22fa092281ad858fa2d8780901ec,T463,2004,I wanted to get something done,Claim
2004_d0d21c9ae3b462cf25f6e7e14c7a0464,T464,2004,you heard the president just say that he thought he might try to be for it,Premise
2004_e533eb3938760f16bb1827a4d523ca31,T465,2004,"Four years ago, right here in this forum, he was asked the same question: Can't people be able to import drugs from Canada?",Premise
2004_6f0b258cac5e369b8bc63a78cfc35ca7,T466,2004,"You know what he said? ""I think that makes sense. I think that's a good idea"" -- four years ago",Premise
2004_4a8daa7ae9f8ca03a63abb39cadbcd2d,T467,2004,"Now, the president said, ""I'm not blocking that.""",Premise
2004_6f5851a3350c15eca0f64038b4ae9112,T468,2004,the president just didn't level with you right now again,Claim
2004_8b0dafaf5788852a40ac8212e2ca6627,T469,2004,He did block it,Claim
2004_bd57fe25a5e70121748a18f98e0f34c5,T470,2004,we passed it in the United States Senate,Premise
2004_044eddb886343c1ce5d374563c95b3fb,T471,2004,"We sent it over to the House, that you could import drugs",Premise
2004_b4c390646eb9f86c8028b37ed48ec57b,T472,2004,We took care of the safety issues,Premise
2004_1591dd484044bc1e8496f6d08571f23a,T473,2004,We're not talking about third-world drugs,Premise
2004_ce621fd39cce11ab46cb1ca509e84438,T474,2004,We're talking about drugs made right here in the United States of America that have American brand names on them and American bottles,Premise
2004_9afb81baf723f3e8dff4f20b46471802,T475,2004,we're asking to be able to allow you to get them,Premise
2004_9e02d1a66bfa9c148afd14f770cf3b0c,T476,2004,The president blocked it,Claim
2004_d69703572f6342a26253b0e0d77aa921,T477,2004,The president also took Medicare,Claim
2004_72bda23bc8b6283f146694bd945eb657,T478,2004,"He made it illegal, illegal for Medicare to do what the V.A. does, which is bulk purchase drugs so that you can lower the price and get them out to you lower",Premise
2004_7693e34983a4bf3cbcdb33d4b457f35f,T479,2004,he could have lowered the cost of Medicare and lowered your taxes and lowered the costs to seniors,Premise
2004_fe48e87b75ad751bf3124eb957d63f37,T480,2004,He put $139 billion of windfall profit into the pockets of the drug companies right out of your pockets,Premise
2004_f11d8e2e5de2e1146294d51bcde8898e,T481,2004,"The president sides with the power companies, the oil companies, the drug companies",Claim
2004_d4c60a89c1aed125fc3cbbe62f97a7dd,T482,2004,I'm fighting to let you get those drugs from Canada,Claim
2004_fa3eeaa47d79267c8c708e2bbb2e8ea0,T483,2004,I'm fighting to let Medicare survive,Claim
2004_c133d396e82df957838a57657b0ad124,T484,2004,I'm fighting for the middle class,Claim
2004_3b35ffdacde46a60f41350303dbbcf6b,T485,2004,"If they're safe, they're coming",Claim
2004_011c4ef9c05dc2cd8d168e3ed169f4e4,T486,2004,it wasn't just my administration that made the decision on safety,Claim
2004_093461ce000b5e752bb027ff3892b514,T487,2004,President Clinton did the same thing,Premise
2004_8ae507db03659cb5d90112a15838d8e7,T488,2004,we have an obligation to protect you,Premise
2004_02ee09f14205fbc9fdf29661357a1da5,T489,2004,He's been in the United States Senate 20 years,Premise
2004_6188d32cf407b3f8e9eef36b890060ae,T490,2004,Show me one accomplishment toward Medicare that he accomplished,Premise
2004_c3075d8eb0607eb1041201ee2d965d8d,T491,2004,"I've been in Washington, D.C., three and a half years and led the Congress to reform Medicare so our seniors have got a modern health care system",Claim
2004_1c6673fe3f52de88f5ca3e3e3b3278fb,T492,2004,"in 1997 we fixed Medicare, and I was one of the people involved in it",Claim
2004_948d0830f6addb0bf183159c61acf682,T494,2004,we paid down the debt of our nation for two years in a row,Premise
2004_f0fb1c117a2f26c64bb86a1a0fa188ec,T495,2004,we created 23 million new jobs at the same time,Premise
2004_008e3684554e48c5a16678545d1d0683,T496,2004,it's the president's fiscal policies that have driven up the biggest deficits in American history,Claim
2004_6e986378bb78ab2bcf48eba3d9603c26,T497,2004,He's added more debt to the debt of the United States in four years than all the way from George Washington to Ronald Reagan put together,Premise
2004_4b0622c4b4c0d612f89f76a1fec4d002,T498,2004,I believe that we will be able to get a fix that has alluded everybody else,Claim
2004_05ef7297124ec8329f102052018ccc82,T499,2004,"as lawyers -- I'm a lawyer, too we know how to do it",Premise
2004_63a7dcc30f5c289d6e01aed2d5303c57,T500,2004,John Edwards and I support tort reform,Claim
2004_f29dfa6c366ae3d3ef604d2d1e6d2647,T501,2004,He wanted to give people rights,Claim
2004_2b86739ae510e123053afe0e160c5e61,T502,2004,John Edwards is the author of the Patients' Bill of Rights,Premise
2004_3640639832f78c27e65439167e2e601f,T503,2004,It's in my health-care proposal,Claim
2004_6f0c6ec0c93ce3e53fcd9c961234d98f,T504,2004,Go to johnkerry.com,Premise
