unique_id,id,year,text,label
1984_c53a8b81da6bb42dccf8403929e38d4c,T1,1984,One of the reasons I think we're an effective team is that I believe firmly in his leadership,Claim
1984_4be5653663cd834f39f20875f4bcb48f,T2,1984,"I don't think there's a great difference, Mr. Mashek, between my views and President Reagan's.",Claim
1984_9178ff9440449debc284e7b9d8740b30,T3,1984,He's really turned this country around,Claim
1984_8a33e14049e3fec6da42815abbafaec4,T4,1984,I've been with him every step of the way,Claim
1984_fe6e9ddcdfbbea0350a49e18df0b2e46,T5,1984,I would continue those kinds of programs,Claim
1984_1eb1b762979bc6531a0e14f32895614c,T6,1984,it's brought America back,Premise
1984_1fd3d3baaedb33e1267c60192039d41a,T7,1984,There was despair,Premise
1984_d1b32595324a5f59066655d8d318d929,T8,1984,Savings was down,Premise
1984_9ab39d47220537162aed14c5eef2ee7e,T9,1984,Productivity was down,Premise
1984_e2bb3ce768733bd0813c00e70e5db74c,T10,1984,"When we came into office, why, inflation was 21, 12 1/2 percent interest was wiping out every single American were 21 1/2 percent if you can believe it.",Premise
1984_067a1bae9e9a3cf40a9648d70adba1cc,T11,1984,America's better off,Premise
1984_23ce7f52af1afa555715683321863cf2,T12,1984,People are going back to work.,Premise
1984_601d9781a4c06877be26869684292565,T13,1984,I support him in everything else,Claim
1984_77b83383716e569eca1a8a67fd5750a4,T14,1984,I have too much trust in him.,Claim
1984_83e80dd21b56f3e7ad90db22cb494aa2,T15,1984,I have too much friendship for him,Claim
1984_e091337590a4535c46eed19b0163fb92,T16,1984,You can't have the president of the United States out there looking over his shoulder wondering whether his vice president is going to be supporting him.,Claim
1984_e05e8e7112881bbf6717fee8dca965c3,T17,1984,"I think if one is taking a look at my career they'll see that I level with the people; that I approach problems analytically; that I am able to assess the various facts with reference to a problem, and I can make the hard decisions",Claim
1984_85fba22b77eb09bd15443a9b47eb36ce,T18,1984,I'm intrigued when I hear Vice-President Bush talk about his support of the president's economic program and how everything is just going so beautifully,Claim
1984_6b0f960d7a01bc11c90b73e59f9c2a1b,T19,1984,they can't export their high-tech qualities - goods - to Japan and other countries,Premise
1984_3b2e00b85734c50ed03cf22619399249,T20,1984,"My feeling, quite frankly, is that I have enough experience to see the problems, address them and make the tough decisions and level with people with reference to those problems.",Claim
1984_1da610e90b4c18d6ef82f6c52199a636,T21,1984,I think what we're going to be doing over the next several weeks,Claim
1984_04e91c809209ab2cfd69067dc513f8cf,T22,1984,so things are not as great as the administration is wanting us to believe in their television commercials.,Claim
1984_b5df44c3378792afe0026ccf9d262d45,T23,1984,The people in the Northwest - in the state of Washington and Oregon - are complaining about what's happening to the timber industry and to the agriculture industry,Premise
1984_3e3368846450b663fb1b0ea790f8f07f,T24,1984,"In San Jose, California, they're complaining",Claim
1984_63526dab362efef991a45ca32edbe6f8,T25,1984,We are facing absolutely massive deficits,Claim
1984_c848c01422cef033b67f7d0f5cae7ee2,T26,1984,this administration has chosen to ignore it,Premise
1984_23c248819495f5705a9997f24d3741ae,T27,1984,"the president has failed to put forth a plan to deal with those deficits and if everything believes that everything is corning up roses, perhaps the vice-president should join me as I travel around the country and speak to people.",Claim
1984_25f786be86ca7099b63c2bb31e1465d5,T28,1984,"It's not only the old industries that are failing, it's also the new ones",Claim
1984_dd2f9c5788ec3a88443b0088b6f96e70,T29,1984,"The people in Youngstown, Ohio, have stores that are boarded up",Claim
1984_b11b256581ffb43e3c857295e1c2fca3,T30,1984,the economy is not doing well,Premise
1984_f839e0bbd89f691e0fac4e37d73ad2a9,T31,1984,we are able to now speak to the American public and address the issues in a way such as this,Claim
1984_fb28917a30c47b610b9e5db39d2fb9ed,T32,1984,I think you're going to see a change in those polls,Claim
1984_a368363db269686a13f73d56b77b1a81,T33,1984,Let me say that I'm not a believer in polls and let me say further that what we are talking about are problems that are facing the entire nation.,Premise
1984_b9e00ec4c6fce303686b3aa6bd585d83,T34,1984,They're not just problems facing women,Claim
1984_fed13c5d54bbb0b42b6cf978642d1b68,T35,1984,The issues in this campaign are the war-peace issues,Claim
1984_060355c0b3dfa83aafd12e5e7d29e252,T36,1984,the problems of deficits,Claim
1984_8816f7f4b59ff7262848f0ec535280c7,T37,1984,the problems of trade deficits,Claim
1984_f9f532494719c4ddc20b32fc664e39ac,T38,1984,We are now facing a $120 billion trade deficit in this country.,Claim
1984_9467016e1ac12c523e79b72f07a9ed4b,T39,1984,That's the problem.,Claim
1984_67971154c43544f312b703b0aa3bc537,T40,1984,"The other clay she was in a plant and she said to the workers, Why are you all voting for, why are so many of you voting for the Reagan-Bush ticket",Premise
1984_d1d10e51817daab80c0bd8743d0424fd,T41,1984,"there was a long, deathly silence and she said come on, we delivered",Premise
1984_3456f7d737164b35f3d13f9c0f8d50ca,T42,1984,Ronald Reagan is delivering leadership.,Claim
1984_5a30d323e13ca1067790429e2522364e,T43,1984,I'm not blaming her except for the liberal voting record in the House,Claim
