unique_id,id,year,text,label
2012_693ad19ccab99ea5c70076e43b18d38a,T633,2012,"when I'm president, we'll make sure we bring our troops out by the end of 2014",Claim
2012_8b56e6a5cbf52b93d0c4addf9d3720e3,T634,2012,we're going to be finished by 2014,Claim
2012_2eb6fa116a8712db67d2370269b45e33,T635,2012,The commanders and the generals there are on track to do so,Premise
2012_5e643ba8316e836834175bbf2e11fd70,T636,2012,The surge has been successful and the training program is proceeding apace,Premise
2012_10b4a0326900370cf5c1f65d146db8bf,T637,2012,We've seen progress over the past several years,Premise
2012_4b56e95bade08d241fde6b0c23a1ea30,T638,2012,"There are now a large number of Afghan Security Forces, 350,000 that are ready to step in to provide security",Premise
2012_295e6a7ceb89b2e09132a763129a6b92,T639,2012,we're going to be able to make that transition by the end of 2014,Claim
2012_7a52e04d45f0212bd1dd5d8c43824e12,T640,2012,our troops will come home at that point,Claim
2012_e10cca51ef7867dbbf7ae28733723867,T641,2012,"we will make sure that we look at what's happening in Pakistan, and recognize that what's happening in Pakistan is going to have a major impact on the success in Afghanistan",Claim
2012_0c7f90193474f62723af711fdfce7bbf,T642,2012,a lot of people that feel like we should just brush our hands and walk away,Premise
2012_f443c10284f64f8a692dbae2d595639a,T643,2012,"I don't mean you, Mr. President, but some people in the -- in our nation feel that Pakistan is being nice to us, and that we should walk away fro mthem",Premise
2012_d8644c64237df68bcb5f78aa8c4b49a7,T644,2012,"Pakistan is important to the region, to the world and to us",Claim
2012_d4a15c4553c9a8c06122ff99b60c7b16,T645,2012,Pakistan has 100 nuclear warheads and they're rushing to build a lot more,Premise
2012_1433085dc08f3514d7f9ee962639c43f,T646,2012,They'll have more than Great Britain sometime in the -- in the relatively near future,Premise
2012_c5e62fee88d6f186d545e30ddd8283ff,T647,2012,They also have the Haqqani Network and the Taliban existent within their country,Premise
2012_0c146e6a3a72ba1559a2ad3e4e9e26c6,T648,2012,"a Pakistan that falls apart, becomes a failed state, would be of extraordinary danger to Afghanistan and to us",Claim
2012_bbf6ffdbd3812fca2b6dca2e5ab138af,T649,2012,we're going to have to remain helpful in encouraging Pakistan to move towards a more stable government and rebuild the relationship with u,Claim
2012_81bfb4dc8a841d12461235df587dead9,T650,2012,our aid that we provide to Pakistan is going to have to be conditioned upon certain benchmarks being met,Claim
2012_0f1e5bfa6f6874e3bd5a638143eb1a6f,T651,2012,they will be ready by the end of 2014,Claim
2012_74632bb456394c010fd82cad9c509e32,T652,2012,that transition has to take place in a responsible fashion,Claim
2012_92e2651e16791fc1423bffd0dceba0bc,T653,2012,we're now in a position where we can transition out,Claim
2012_4bd90e8c98981f3400da59a85f8bfba7,T654,2012,there's no reason why Americans should die when Afghans are perfectly capable of defending their own country,Premise
2012_7b5337d67926703668a9815aa943f869,T655,2012,We then started to build up Afghan forces,Premise
2012_8a9d8b460138ec5e5a1f08ed1b8b5fef,T656,2012,we decimated Al Qaida's core leadership in the border regions between Afghanistan and Pakistan,Premise
2012_f117d0cc1738c0c97dfe36dcd0fe0482,T657,2012,"We went because there were people who were responsible for 3,000 American deaths",Premise
2012_ded23169822a0615d0a5a6550768d9f5,T658,2012,Part of what had happened is we'd forgotten why we had gone,Claim
2012_99f3704c46ba6e8052929c07d58c9cd7,T659,2012,we are now in a position where we have met many of the objectives that got us there in the first place,Claim
2012_0b595afb97f7ff9c419cf2eceb4440ba,T660,2012,"When I came into office, we were still bogged down in Iraq and Afghanistan had been drifting for a decade",Premise
