unique_id,id,year,text,label
2020_b7e4700ba39e2fc61f8f35e749025ae7,T0,2020,"Compared to what’s going on in Europe, as the New England Medical Journal said, they’re starting from a very low rate.",Premise
2020_3eafb8d526953fe697504537f0833f07,T1,2020,We’re starting from a very high rate,Claim
2020_34f894db6b775559a1eceec2bd644f0e,T2,2020,"we’re in a circumstance where the President, thus far, still has no plan.",Claim
2020_6b9b9c3554143d3f26289d0321dee0e4,T3,2020,No comprehensive plan.,Claim
2020_9c414a5f1300574e36d4d1e7037940e6,T4,2020,"we have our generals lined up, one in particular, that’s the head of logistics.",Premise
2020_20ba2493431987f68a4b98aca7b77784,T5,2020,this is a very easy distribution for him,Claim
2020_ca60ab8a01df1a7d40863c274f64204d,T6,2020,it was a total disaster,Claim
2020_e5afa567bf53afbb9c3d2ca4d71b7cdd,T7,2020,But it was a total disaster,Claim
2020_a66db14ed9f87afbb0216ca2fb6dea34,T8,2020,he is xenophobic,Claim
2020_d5ddc6123ec23cc38d92d639d250c6cd,T9,2020,not because he shut down access from China,Premise
2020_f73fbc6a828f39f71dae83990c834deb,T10,2020,he had nothing.,Claim
2020_b49e7eb5670f37aaf83c87cc9addcfb5,T11,2020,He did virtually nothing.,Claim
2020_97fc11500295654a0c1b02c6f826f43a,T12,2020,I say we’re learning to live with it.,Claim
2020_8c1a2ee6790e964f5ee6a9019845bc54,T13,2020,People are learning to die with it.,Claim
2020_254dffbbabca9fb90df1677c83e49bc4,T14,2020,t’s China’s fault.,Claim
2020_977f29b9d0d06300b0bee02a8a01c702,T15,2020,It’s China’s fault.,Claim
2020_8e4bba4a2d02743d7c72ae09314c3961,T16,2020,"I think he called me racist, even",Claim
2020_247ca4216b91f1cf991d8033d20f2089,T17,2020,I was closing it to China.,Premise
2020_7492436fedd1c7c80293dad3cf5e463d,T18,2020,It’s his ineptitude that caused the country to have to shut down in large part,Claim
2020_046592b03fd3fe45a96bd12113129ee2,T19,2020,why businesses have gone under,Premise
2020_3c6821414af8bf7b57921cc256253b2d,T20,2020,why schools are closed,Premise
2020_3d4489a9dc716720009f3a9e472c5c33,T21,2020,why so many people have lost their living and why they’re concerned.,Premise
2020_7bd1c433941633bae2d70a6d43dfa6d7,T22,2020,they need a lot of money to open.,Claim
2020_99bbd0a5d4bec26fd60677017ad56318,T23,2020,They need to deal with ventilation systems,Premise
2020_2eccb2e65911b846c2e7bed980512e7c,T24,2020,they need to deal with smaller classes,Premise
2020_b533caab802ca16907fbb56c65098744,T25,2020,"more teachers, more pods",Premise
2020_95a0dd41724a20e5deeb6252859b63d2,T26,2020,We have to open our country,Claim
2020_3f694cc060a04189efd7d8c527c85df3,T27,2020,You can’t do this,Premise
2020_6c5161de29a384430832dc1e18963d61,T28,2020,we can’t keep this country closed,Premise
2020_6b36ea2d4b114fab8fd077cceeeb47a4,T29,2020,It is a massive country with a massive economy,Claim
2020_e37b627dfb758bf1d7df5e4517ab0a7b,T30,2020,We have to open our country.,Claim
2020_52ae60206c379d88e7616682c4886ecc,T31,2020,Don’t worry about it,Claim
2020_0d7b2dd4d76858bfa13260a3e8181f89,T32,2020,Come on,Claim
2020_6895fba4dc721d2911c3e5c42a6f21bf,T33,2020,These are businesses with no money.,Claim
2020_8d09e82a690e1adc793a630a2261ee77,T34,2020,Putting up plexiglass is unbelievably expensive,Claim
