unique_id,id,year,text,label
1996_3327c197efc21150042ad76984fddeef,T270,1996,Social Security and Medicare are entirely different in terms of the financial stabilities,Claim
1996_ae7953135771a6d5d2785167d7f09550,T271,1996,there are two different things,Premise
1996_fb0d0ce8a50b87336d26f2617127cb77,T272,1996,"Social Security is stable until, as you pointed out, at least the third decade of the next century",Claim
1996_d6e81c4d3bd602c58076a8ba1cb03276,T273,1996,we'd like to have a Social Security fund that has about 70 years of life instead of about 30 years of life,Premise
1996_061b4d2bb85744e0497219142f4b0165,T274,1996,"What we have to do is simply to make some adjustments to take account of the fact that the baby boomers, people like me, are bigger in number than the people that went just before us and the people that come just after us",Premise
1996_9021deb5abea507eaea49f1a0c0ddff2,T275,1996,I think what we'll plainly do is what we did in 1983 when Senator Dole served,Claim
1996_6b3b5604bc31b29cd20838dd05f2794f,T276,1996,this is something I think he did a good job on when he served on the Social Security commission,Claim
1996_8214069216cf7a2208bc27fba1c0dd0c,T277,1996,they made some modest changes in Social Security to make sure that it would be alive and well into the 21st century,Claim
1996_7d82c60f701bc12d19de5f2f1d619da3,T278,1996,we will do that,Premise
1996_771fdad2f64109386ed2c5eebf72588f,T279,1996,It's obvious that there are certain things that have to be done,Claim
1996_53e757413b59cf9cce1863992435f205,T280,1996,there are 50 or 60 different options,Premise
1996_ba26bb92cdd7006bf1d0ae50dca632b0,T281,1996,"a bipartisan commission to take it out of politics, will make recommendations and build support for the people",Premise
1996_cc662a0aee0d1955b8f7727dee701b54,T282,1996,Medicare is different,Premise
1996_6640d727c9c92b06e3b5d893c8803a80,T283,1996,Medicare needs help now,Premise
1996_24235e7010aa5850f37b05adcb1a3d7a,T284,1996,I have proposed a budget which would put ten years on the life of the Medicare trust fund,Claim
1996_7ca58b17d7ad711ba654f1e9dbce41ee,T285,1996,That's more than it's had a lot of the time in the last years,Premise
1996_099d380f21e0fdba28a4f7206389da2d,T286,1996,"It would save a lot of money through more managed care, by giving more options, more preventative care and lowering the inflation rate",Claim
1996_1f5e6cdf4cf21fcad43c45efceaa8c0f,T287,1996,the prices we're paying providers without having the kind of big premium increases and out-of-pocket costs that the budget I vetoed would provide,Claim
1996_b4dbe231ed22e1bf7863f6c0f132c693,T288,1996,that would give us ten years to do with Medicare what we're going to do with Social Security,Claim
1996_87966cb9620429b480243878cb1eef85,T289,1996,have a bipartisan group look at what we have to do to save it when the baby boomers retire,Claim
1996_c9d7462acb511a648acedb5c7319c026,T290,1996,we ought to pass this budget now and put ten years on it right away so no one has to worry about it.,Premise
1996_42f9cab287bc6c0d02c493af98f07dc2,T291,1996,"if you're somebody thinking about the future, I think it's fair to say that it'll be -- we'll work it out",Claim
1996_fe3b36753b2e05c27236958288f0e427,T292,1996,"This is a political year, and the President is playing politics with Medicare",Premise
1996_d586d27103326e10fa031be18eb34d61,T293,1996,"I think if I were a senior citizen I would be a little fed up with all these ads scaring seniors, scaring veterans and scaring students about education",Claim
1996_d0a838879d3942ee83203be0af944de4,T294,1996,"After this year is over, we'll resolve it just as we did with Social Security in `83",Claim
1996_645d9ee9cd67d084411a2ac2adc14b09,T295,1996,It's a nonpartisan commission,Premise
1996_f2d935e77e89144b1eae5c5a6b1f6a99,T296,1996,"Ronald Reagan got together with Tip O'Neill and Howard Baker, two Republicans and one Democrat",Premise
1996_5a0ecb68d0b33db53724f7c3f79fffbc,T297,1996,They appointed a commission I was on that commission,Premise
1996_55321f3747b77e39862590565b40a854,T298,1996,"We resolved, we rescued Social Security",Claim
1996_5efa35a1725c5ca9d735eaebece24698,T299,1996,"We suggested -- I think it has been over a year ago now -- we do the same with Medicare, and the White House called it a gimmick",Claim
1996_94359d4933bdcf8d76fc5c5839b22060,T300,1996,last week I guess it was Donna Shalala said well we'll cut Medicare a hundred billion and appoint a commission,Claim
1996_1c668fbbc5a97b8fde3b7c5362d71aee,T301,1996,It will probably have to be done by a commission,Premise
