unique_id,id,year,text,label
2016_84a609dec4ba5e2f798aeabb90078aff,T1,2016,That was a disaster,Claim
2016_8e567532cec621227cf9d291f628ab7b,T2,2016,They lost plenty of money on that one,Premise
2016_c20f9e725d84252ae8ad47397c56e5a4,T3,2016,I'm a great believer in all forms of energy,Premise
2016_db64e01c752210509eb45ba3d03dc7f8,T4,2016,we're putting a lot of people out of work,Premise
2016_5551c4d7d339fc500646f314f524ba12,T5,2016,"When I was secretary of state, we actually increased American exports globally 30 percent. We increased them to China 50 percent",Premise
2016_a4e027f3d1cb3f146b5990b294afd521,T6,2016,I know how to really work to get new jobs and to get exports that helped to create more new jobs,Claim
2016_07758983979f044b475b47221242c9ff,T7,2016,"Your husband signed NAFTA, which was one of the worst things that ever happened to the manufacturing industry",Claim
2016_ed6cc23ba4676c9202164e362230c74a,T8,2016,"You go to New England, you go to Ohio, Pennsylvania, you go anywhere you want, Secretary Clinton, and you will see devastation where manufacture is down 30, 40, sometimes 50 percent",Premise
2016_ff4e8135c75539711b067c7d641286be,T9,2016,"NAFTA is the worst trade deal maybe ever signed anywhere, but certainly ever signed in this country",Claim
2016_ae1bb65956412f5f07b6105c938b3d2b,T10,2016,You are going to approve one of the biggest tax cuts in history,Premise
2016_75df78e957a280b305513c252a7e13d4,T11,2016,You are going to approve one of the biggest tax increases in history,Premise
2016_a80d2dec98a71abef4ab3e2e40b6282e,T12,2016,You are going to drive business out,Premise
2016_5b7bc1a7559c67f6e0911e03afecf511,T13,2016,Your regulations are a disaster,Claim
2016_463d2d6a79735fa1513a92227998e028,T14,2016,you're going to increase regulations all over the place,Claim
2016_da39a543fa970e0e8483c1ac066df27d,T15,2016,"They left — fired 1,400 people",Premise
2016_0d53b0a66ef048dfcaac7bd103475071,T16,2016,They're going to Mexico,Premise
2016_8ec214ded027ea9a4ff4e603493701d6,T17,2016,So we have to do that,Claim
2016_d95e86a369313942114ba572deb1f44c,T18,2016,We have to renegotiate our trade deals,Claim
2016_31bd109550288c7e8d033a209a9dc802,T19,2016,Nine million people — nine million people lost their jobs,Premise
2016_01a7af603835f7845d421944b745c718,T20,2016,we will be making investments where we can grow the economy.,Premise
2016_3521fe353763bca02436e2c1b2e08e05,T21,2016,here's what we can do,Claim
2016_e7833cc86a3a91f212ab35870cd32fa4,T22,2016,I'm very proud of it,Claim
2016_f9913e40636cc9b4cfb0d60d5283145f,T23,2016,the things that business as in people like the most is the fact that I'm cutting regulation,Claim
2016_004159e2b6838650c20fa6236edd3a40,T24,2016,"Well, at least I have a plan to fight ISIS",Claim
2016_d6ca20339c503d8efd844e4ab8f0bd4f,T25,2016,"When they sell in — automatic, 16 percent, approximately",Premise
2016_67dd61f0c0b1e0596995b0e420f0221d,T26,2016,"They've ooked at my plans and they've said, OK, if we can do this",Premise
2016_6e81a52aeee1f62e202591cfd17c2fe0,T27,2016,we will have 10 million more new jobs,Claim
2016_8173a3e2ccaa07b66d7038670d7cbfb1,T28,2016,I do not say that,Claim
2016_1dafec421b9c1ccb4d4886b34a37ddae,T29,2016,"we need new jobs, good jobs, with rising incomes",Premise
2016_037ae4f0b20d9512e1c5aa4c30ae9eb2,T30,2016,"we have to build an economy that works for everyone, not just those at the top",Claim
2016_cb5c7a75a5f70b8ce87f6fdd3a9af865,T31,2016,The central question in this election is really what kind of country we want to be and what kind of future we'll build together,Claim
2016_3c0fad61af4e26a3fb20c600849da0b6,T32,2016,I want us to invest in you,Claim
