unique_id,id,year,text,label
2008_4d7a330a56292e95deffa96567d8ed13,T1,2008,"I saw it done with our -- our wonderful Ronald Reagan, a conservative from California, and the liberal Democrat Tip O'Neill from Massachusetts",Premise
2008_3f7524faa56c3d04e33320e370965cd8,T2,2008,It's been done before,Premise
2008_e19126b1d981e4ae27bfc8565bdba920,T362,2008,I think we've got to do it quickly,Claim
2008_b0e917599185216ae313380e315b473a,T363,2008,we're going to have to take on entitlements,Claim
2008_b9ebaffa5d0f4bf090bbe1fa20b367f8,T364,2008,We're going to have a lot of work to do,Premise
2008_e2efe969fff14b1b6555543bb68055d1,T365,2008,I can't guarantee that we're going to do it in the next two years,Claim
2008_f92ea96a7d1a9b911a07be2f3e3439cd,T366,2008,"I think it's important to understand, we're not going to solve Social Security and Medicare unless we understand the rest of our tax policies",Claim
2008_8be33134899d3d34ec7226e9c23cf2a7,T367,2008,"I think the ""Straight Talk Express"" lost a wheel on that one",Claim
2008_35d461a901171eb69f662f4a713109f4,T368,2008,we're not going to be able to deal with entitlements unless we understand the revenues coming in,Premise
2008_b9d06dd1c768de2b0f1ed38ef6c1bcb4,T369,2008,"I want to provide a tax cut for 95 percent of Americans, 95 percent",Claim
2008_27201cd822758fb8dbc93e821ab27989,T370,2008,"If you make less than a quarter of a million dollars a year, you will not see a single dime of your taxes go up",Premise
2008_21af51ae75cbc720bf7bce6d5b4bf1ba,T371,2008,"If you make $200,000 a year or less, your taxes will go down",Premise
2008_728f3ad0662c62ea5e8afa1ec105d2e9,T372,2008,"Only a few percent of small businesses make more than $250,000 a year",Premise
2008_08fa9bf27e94f5ebb101120b26f3980a,T373,2008,the vast majority of small businesses would get a tax cut under my plan,Claim
2008_dae3983deb5844b6f29d74c9e3f40536,T374,2008,we provide a 50 percent tax credit so that they can buy health insurance for their workers,Claim
2008_c80ffa9c4e00ee0bbce930adfd4ea9e1,T375,2008,there are an awful lot of small businesses that I meet across America that want to do right by their workers,Premise
2008_134a149aab0662932298827985d5b8c6,T376,2008,they just can't afford it,Premise
2008_0f1aebaf20374d812da3cb3b8fb7a39b,T377,2008,"Some small business owners, a lot of them, can't even afford health insurance for themselves",Premise
2008_de1aaf0cfaec3d8debabd950b8606228,T378,2008,That is not fair,Claim
2008_8b8cfcf79ca5ff8670a71e2b7519454c,T379,2008,it doesn't work,Premise
2008_6800b5f179b9a4e4f3e85a1cee387d8b,T380,2008,Senator McCain wants to give a $300 billion tax cut,Claim
2008_4718cae833d26d0322e1d20de415b72e,T381,2008,$200 billion of it to the largest corporations,Premise
2008_b92b0473f9a2f7763020eb91bd144795,T382,2008,a hundred billion of it going to people like CEOs on Wall Street,Premise
2008_d8893c3b6ee9b1e82b535d1ae17df34b,T383,2008,"He wants to give average Fortune 500 CEO an additional $700,000 in tax cuts",Claim
2008_31d180c160503953adbbbeaabf39f765,T384,2008,if we get our tax policies right so that they're good for the middle class,Claim
2008_85d99dd391f01590939c7e2b83b2166b,T385,2008,if we reverse the policies of the last eight years that got us into this fix in the first place and that Senator McCain supported,Claim
2008_4a21f8f6871e98659a6514f105e51f71,T386,2008,we are going to be in a position to deal with Social Security and deal with Medicare,Claim
2008_988a7edd8e9c3a78631a4065741270d1,T387,2008,we will have a health care plan that actually works for you,Premise
2008_fc6b0745eec271e9dd281b40bcfbd167,T388,2008,reduces spending and costs over the long term,Premise
2008_09440f0b8af74e12d8a112cf52fb8630,T389,2008,Social Security that is stable and solvent for all Americans and not just some,Premise
2008_46fe78964e5509608d324c76de21de78,T390,2008,it's not that hard to fix Social Security,Premise
2008_308bf4ae7b72ce5efa9cc7a1a2b2b1b5,T391,2008,We've got to sit down together across the table,Claim
2008_f852bfcab94204d158d2f934121a86d3,T392,2008,We know what the problems are,Premise
2008_234b9aa913ad79e12bf28a86021855c6,T393,2008,Social Security is not that tough,Claim
2008_46e8229163c611d765f650caa841e9f9,T394,2008,we know what the fixes are,Premise
2008_2885b36ae6813967644a7a6a2f93ff50,T395,2008,"Medicare, it's going to be a little tougher",Claim
2008_5ee8637cda51bf32cb86e560afc70b9e,T396,2008,Senator Obama has never taken on his party leaders on a single major issue,Premise
2008_78fe0c343d347d6391db43cb2dba21f9,T397,2008,It's going to be a little tougher,Claim
2008_7c6e12f5518f5721f6ca0b8c44e4b356,T398,2008,we're talking about very complex and difficult issues,Premise
2008_c9496cfcd3a22845956db656a4cf84cd,T399,2008,what we have to do with Medicare is have a commission,Claim
2008_48139584881534f56738c435a696aa18,T400,2008,"have the smartest people in America come together, come up with recommendations",Claim
2008_c83caff68ada54dc3d8f224ab0d172be,T401,2008,"then, like the base-closing commission idea we had",Claim
2008_1c72d392f9ce02b6a79ab0e994a873f2,T402,2008,then we should have Congress vote up or down,Claim
2008_713b42eb8b42abdf65c8ce4eedb0d0bb,T403,2008,Senator Obama has voted 94 times to either increase your taxes or against tax cuts,Claim
2008_3953f14d206e923e5d6d670b3851ff62,T404,2008,"When he ran for the United States Senate from Illinois, he said he would have a middle-income tax cut",Premise
2008_a48dff20a6ae22370bf1ef7d20551e51,T405,2008,he came to the Senate and never once proposed legislation to do that,Premise
2008_a1a6acbc68948c9b2b5f269c29979afd,T406,2008,I've fought higher taxes,Claim
2008_c205cbd1b86aa56bac5abe9d9f15a89c,T407,2008,I have fought excess spending,Claim
2008_2be6ec527b10dac3cd69e69763f0fea3,T408,2008,I have fought to reform government,Claim
2008_86ce1159b94f47da9dfdbcfcffa4a583,T409,2008,we'll get our economy going again,Claim
2008_b018450a8fadeacea1b2d4aa621322b1,T1,2008,we can do it,Claim
2008_27f2e2475354116ee6d73ed9ef425edb,T2,2008,I vote against them,Claim
2008_9432e93242ded4a356cfa6cce3150170,T3,2008,"I traveled all over the world looking at the effects of greenhouse gas emissions, Joe Lieberman and I",Premise
2008_386ca055dcaf8a7764ae766375a15947,T4,2008,we forced votes on it,Premise
2008_828b31ec0738e6f9332505af69f35345,T5,2008,"The same way the computer was originally invented by a bunch of government scientists who were trying to figure out, for defense purposes, how to communicate",Premise
2008_bf9086f048e7b7ba8359af8d975253a3,T6,2008,"we've got to understand that this is a national security issue, as well",Claim
2008_8c59220d4ca0526a28ff330c3ad0e788,T7,2008,Senator McCain talks a lot about drilling,Premise
2008_c87c9a3e63de0bea069d5fc8f22d1b84,T410,2008,we can reprocess the spent nuclear fuel,Claim
2008_95ee37f0ee4395127ccd91ea36640f84,T411,2008,"The Japanese, the British, the French do it",Premise
2008_526c6e77178a1e63e385130698188a52,T412,2008,we are in tough economic times,Premise
2008_02e4f7b106376f510dcb8b5adf38c647,T413,2008,when we have an issue that we may hand our children and our grandchildren a damaged planet,Premise
2008_699df3d7133a6c22a82b8cbca75b553c,T414,2008,I have disagreed strongly with the Bush administration on this issue,Claim
2008_2a96240b1dfdb021c86468b3794591d6,T415,2008,I introduced the first legislation,Premise
2008_133b6446f150affb72c660b706530f6f,T416,2008,we kept this issue to -- to posing to Americans the danger that climate change opposes,Premise
2008_cddacee3c237bc6726689933fe904f9c,T417,2008,what's the best way of fixing it,Premise
2008_37f5269aa7e813353f250b5eb6795201,T418,2008,Nuclear power,Claim
2008_64125546284754ea935fe0bca05a5050,T419,2008,Senator Obama says that it has to be safe or disposable or something like that,Claim
2008_4d947cd90661bd9d101b7735d0d9268c,T420,2008,We can do that,Claim
2008_976c63a45ebb99ad90c1176a9451c88d,T421,2008,we're the best innovators,Premise
2008_739195523f0de17bb0151e5a8b290bce,T422,2008,we're the best producers,Premise
2008_0c4796afbb1bc91f658e69f70a02d119,T423,2008,95 percent of the people who are our market live outside of the United States of America,Premise
2008_8cc389ddaa2de817d33d2ce4412e7777,T424,2008,I was on Navy ships that had nuclear power plants,Premise
2008_773494270bd45cf6fe8aa156ee5ee261,T425,2008,Nuclear power is safe,Claim
2008_d81189f9bd4b4fa6f60d8592f4e7ae5d,T426,2008,it's clean,Claim
2008_c430e71c645d53682b909c40ae384ef7,T427,2008,it creates hundreds of thousands of jobs,Claim
2008_99f936ebbf6d82e64f5f24d46e8ee2ac,T428,2008,we can do it,Claim
2008_14f10deec93e789e3d48a9521ba5c27b,T429,2008,Senator Obama has opposed that,Claim
2008_51c2df32aac4ffccc5d4f76146939b65,T430,2008,"We can move forward, and clean up our climate, and develop green technologies, and alternate -- alternative energies for -- for hybrid, for hydrogen, for battery-powered cars",Claim
