unique_id,id,year,text,label
1992_a4bd1ddce17260c5d8244f4a5ea0f079,T1,1992,I don't think that's the right answer,Claim
1992_8bf3d1d381916c10fd46c2165b026c3c,T2,1992,I don't believe legalizing narcotics is the answer,Claim
1992_6251a40d580c2a3a291009fb4b5f63dd,T3,1992,I just don't believe that's the answer,Claim
1992_ef7c319714d90092d30d62724bec9797,T4,1992,I do believe that there's some fairly good news out there,Claim
1992_a936ca6a24c80128a4a380e5b91a8aa9,T5,1992,"The use of cocaine, for example, by teenagers is dramatically down",Premise
1992_dfdc10bfb45443b331ec955ca2cd5c01,T6,1992,we've got to keep fighting on this war against drugs,Claim
1992_4ef5a9f33fe77807d5161a7e436234bb,T7,1992,We're doing a little better in interdiction,Claim
1992_099bcacf96839b5face7ed595e8a0e87,T8,1992,"Many of the countries below that used to say, well, this is the US' problem -- if you'd get the demand down, then we wouldn't have the problem -- are working cooperatively with the DEA and the military",Premise
1992_34dc05c1aff296b8f04edba433d5b338,T9,1992,We're using the military more now in terms of interdiction,Premise
1992_5cdb963f132315f196691be9fe764641,T10,1992,"Our funding for recovery is up, recovering the addicts",Premise
1992_a3cfe47539ed3ed32f46c138cbf2154f,T11,1992,"Where we're not making the progress, Sander, is in we're making it in teenagers",Claim
1992_99fb8ca8552cec5103a796676c333913,T12,1992,where we're not making it is with the confirmed addicts,Claim
1992_827683381563e06d6e9dc563581539fc,T13,1992,"I'll tell you one place that's working well, and that is the private sector, Jim Burke and this task force that he has",Claim
1992_52eab89517fa0ef8866ee87f8e8fba00,T14,1992,"Tell the American people, but this man said, ""I'll get you a million dollars a day in pro bono advertising,"" something that's very hard for the Government to do. He went out and he did it, and people are beginning to educate through this program, teaching these kids you shouldn't use drugs",Premise
1992_0bc523d444a8b2dd2fb75bd80c324d4d,T15,1992,we're still in the fight,Claim
1992_53a562776904db83b31722b608a874d1,T16,1992,"I think legalization of narcotics or something of that nature, in the face of the medical evidence, would be totally counterproductive",Claim
1992_7076aa266e5edaadd9821ddbdbdf4112,T17,1992,"I oppose it, and I'm going to stand up and continue to oppose it",Claim
1992_8cc97dfefe725094da64d8cb7ed0ddef,T18,1992,"Any time you think you want to legalize drugs, go to a neonatal unit, if you can get in. They are between 100 and 200 percent capacity up and down the East Coast, and the reason is crack babies being born",Premise
1992_052d22ee07d04bfba1448b3151d6cac3,T19,1992,"Baby's in the hospital 42 days; typical cost to you and me is $125,000",Premise
1992_0984ef42178a8655ecf7811be573f4e1,T20,1992,"Again and again and again, the mother disappears in 3 days, and the child becomes a ward of the State because he's permanently and genetically damaged",Premise
1992_19ad714a7c59843910e593530e44b1b1,T21,1992,"if anybody can even think about legalizing drugs, they've lost me",Claim
1992_facc6248ae8d303851eeb4f740e87921,T22,1992,"We went on the Libyan raid, you remember that one, because we were worried to death that Qadhafi might be building up chemical weapons",Premise
1992_3ee16bd85959bfa54e3fe189a810decd,T23,1992,"We've got chemical warfare being conducted against our children on the streets in this country all day, every day, and we don't have the will to stamp it out",Premise
1992_c8bcf6994d557009f053ac57350a7c86,T24,1992,"if I get up there, if you send me, we're going to have some blunt talks about this",Claim
1992_e310a05cbf82ec1ad85df5b06ccb75a9,T25,1992,"There are guys that couldn't get a job third shift in a Dairy Queen, driving BMW's and Mercedes, selling drugs",Premise
1992_4599723108fd44294c7de5ff96eee023,T26,1992,"We're really going to get out in the trenches and say, ""Is this one you want to talk about or fix?"" Because talk won't do it, folks",Premise
1992_36a9b8a3078ea1319a6496c0c8fbbd3b,T27,1992,These old boys are not going to quit easy,Claim
1992_02fc85df6edd470bf0392747e48ba95b,T28,1992,"I know more about this, I think, than anybody else up here",Claim
1992_4e2f6cfa2f482ec60919180b280f35de,T29,1992,I have a brother who's a recovering drug addict,Premise
1992_5b9a98124e0e85d4d5dcb1fcf5b7838f,T30,1992,"If drugs were legal, I don't think he'd be alive today",Premise
1992_a320488e59f5a6853c21b354df918089,T31,1992,I am adamantly opposed to legalizing drugs,Claim
1992_1bae7fc73cb887d46b70eb051b65ba61,T32,1992,He is alive today because of the criminal justice system,Premise
1992_2a008b4deca783e78574b960e89fa80f,T33,1992,"We need 100,000 more police on the street",Claim
1992_8023c54c9c4752f3f09fba1769e11d75,T34,1992,Thirty years ago there were three policemen for every crime. Now there are three crimes for every policeman,Premise
1992_a8f89e37b36ddbe58916016aeda2646f,T35,1992,I have a plan for that,Claim
1992_e3c981bae504626a223e404bef15329e,T36,1992,"Secondly, we ought to have treatment on demand",Claim
1992_87d6cbb1f673cc1f137817132c8c1d82,T37,1992,"First, we ought to prevent more of this on the street",Claim
1992_bdb38a0b4dbfc20c547a68971da89c94,T38,1992,"Thirdly, we ought to have boot camps for first-time nonviolent offenders",Claim
1992_b5be8f23859d704b8858e6322c4846aa,T39,1992,"they can get discipline and treatment and education and get reconnected to the community, before they are severed and sent to prison where they can learn how to be first-class criminals",Premise
1992_f1c57572993ffd4bf091df70eec336ab,T40,1992,"There is a crime bill that, lamentably, was blocked from passage once again, mostly by Republicans in the United States Senate, which would have addressed some of these problems",Premise
1992_71885052df634a658ad4b0b411eaab41,T41,1992,That crime bill is going to be one of my highest priorities next January if I become President,Premise
1992_97bd8ab3d4828a685adaf8371d65b04e,T1,1992,"In order to keep America the strongest nation in the world, we need some continuity and some change",Claim
1992_1cb1b135f23483718d0f20c1595f56f7,T2,1992,"it does exactly what you say, and I think you agree with that, to help Russian democracy",Premise
1992_511edd3d0270e1f4626a2d2a1d1c1938,T400,1992,you're not a superpower,Claim
1992_1169f3a2227052a0680829da119ed39a,T401,1992,we've got to have the money to be able to pay for defense,Claim
1992_e512d773aa7f148933027028f172190d,T402,1992,we've got to manufacture here,Claim
1992_911f1030f2ce6319c920e2e62306393a,T403,1992,you can't ship it all overseas,Claim
1992_b660f976ced7680fb9940189ca49b37b,T404,1992,you can't convert from potato chips to airplanes in an emergency,Claim
1992_104c32cbba09a8e4f0f7aec6554d3966,T405,1992,Willow Run could be converted from cars to airplanes in World War II because it was here,Premise
1992_0821a01546572b165a43a5aaf54274e8,T406,1992,We've got to make things here,Claim
1992_04e4f01eca4af1938a2e1f492b1a19b5,T407,1992,You can't ship them overseas anymore,Claim
1992_861761c6449bbcb6163bba20cc49f16e,T408,1992,We've got to help Russia succeed in its revolution and all of its republics,Claim
1992_e584e50352b6c5cd354167fe78731052,T409,1992,We've got to help them,Claim
1992_9ac68f21db1bb8780bf0bb656afec7f4,T410,1992,That's pennies on the dollar compared to renewing the cold war,Premise
1992_87e8a66004e280683944b9e68ee28809,T411,1992,It's a very unstable situation,Claim
1992_4c5b7d1a2ff6c0a4d064bc8e4f00cfc8,T412,1992,we've got all kinds of agreements on paper,Premise
1992_d8771d79d38dcd61b021c4a014487bce,T413,1992,Russia and its republics are out of control or at best in weak control right now,Premise
1992_18cd52f6a1e6e2200034eb9af5e44953,T414,1992,You've got every rich Middle Eastern country over there trying to buy nuclear weapons,Premise
1992_c45dd307472b6d6bdc2eefad67ca161d,T415,1992,that will lead to another five star migraine headache down the road,Claim
1992_c70a9a0f7a60d8685146a60dc5371846,T416,1992,"We really need to nail down the big intercontinental ballistic missiles, the ones that can hit us from Russia",Claim
1992_6cdff060f5b4d19faaa53365b522b8e5,T417,1992,we've got to be financially strong,Claim
1992_bd3d718b60c2844cec0b8e6ac4dc2799,T418,1992,we've got to take care of this missile situation and try to get the nuclear war behind us and give this thing very high priority,Claim
1992_ff3cb7665f77bf6642e2db0e1c0e2c26,T419,1992,we need to help and support Russia and the republics in every possible way to become democratic capitalistic societies,Claim
1992_e182cc8c455168cb68db9881cb8414b9,T420,1992,we've focused on the tactical,Premise
1992_d06f434dae67ba5dc8321e58fe14c646,T421,1992,We've made real progress there,Premise
1992_73dd18c73c00619f2debabdc2a715137,T422,1992,"We've got some agreement on the nuclear, but we don't have those things put away yet",Premise
1992_00d14b82098ed4269d964fe8e722a4b2,T423,1992,The sooner the better,Premise
1992_4924743ba29e7b30a12bab1d3d21a5f8,T424,1992,they could go back worse than things used to be,Premise
1992_daefed505c2579a81263d4cb2bc85e6e,T425,1992,there are a lot of old boys in the K.G.B. and the military that liked it better the way it used to be,Premise
1992_6d21bb3f3016240cf24e296db7dc43e2,T427,1992,There are three fundamental challenges,Claim
1992_62e72c35a8a0629af59f221ee8aaa67c,T428,1992,the world is still a dangerous and uncertain place,Premise
1992_4312b8710b7cb7f56de8fe4b884884d2,T429,1992,We need a new military and a new national security policy equal to the challenges of a post cold war era,Claim
1992_b701a42c925b31f298778927fd8ff06f,T430,1992,"We need to continue the negotiations to reduce the nuclear arsenals in the Soviet Union, the former Soviet Union, and the United States",Claim
1992_be9eb9177e8d40397ad692b6445d7394,T431,1992,We need to stop this proliferation of weapons of mass destruction,Claim
1992_32b4f8bc41c6f3c0e1180a8545f7bb2e,T432,1992,"we have to face that in this world, economic security is a whole lot of national security",Claim
1992_29c1f593f1df295b4cd7cc20aa45f28e,T433,1992,Our dollar's at an all time low against some foreign currencies,Premise
1992_a9a21c939e97289e44c9dc9c7b9ffae3,T434,1992,We're weak in the world,Claim
