argument_id,role,text,original_label,T_id,start_char,end_char,speaker,date,embedding
ARG-23_1996-T551,Claim,That is a record of promises made and promises kept,Claim,T551,61709,61760,GORE,1996-10-09,"[-0.050301, -0.013392, 0.040292, -0.036655, -0.008184, 0.025624, -0.048378, -0.006446, -0.08048, -0.003534, -0.003501, 0.077703, 0.013525, -0.025569, 0.008035, 0.078123, -0.030771, -0.035079, -0.020655, 0.07452, 0.106243, 0.052188, 0.037824, 0.016491, -0.060652, 0.013098, -0.047325, -0.069908, -0.091232, 0.003588, 0.093812, -0.021751, 0.039721, 0.049242, 0.020637, 0.0145, 0.047782, -0.022074, 0.023204, -0.027406, 0.068109, -0.072876, -0.082621, 0.099489, -0.029293, 0.054092, 0.02203, -0.004657, 0.039552, -0.036576, -0.052834, 0.071249, -0.008375, 0.00951, 0.019009, -0.061597, -0.021022, 0.01648, 0.009207, 0.017715, -0.005286, -0.016562, 0.044446, -0.023342, -0.042707, -0.016175, 0.02123, -0.052413, -0.038626, 0.079453, -0.044281, 0.059798, -0.038878, -0.029005, -0.032666, -0.015759, 0.062382, 0.079725, 0.017375, -0.063621, -0.001853, -0.068913, 0.002047, -0.014925, -0.0751, -0.007939, -0.032812, -0.097287, -0.007074, -0.054845, -0.018019, -0.060468, 0.00231, -0.024033, -0.054254, 0.015532, -0.014876, -0.051726, -0.050687, 0.066319, -0.067504, -0.007787, 0.049784, -0.128368, 0.051652, -0.040037, -0.029669, 0.05304, -0.047575, -0.012265, 0.117168, -0.031172, -0.007695, 0.065718, 0.074549, -0.024016, -0.035654, 0.003258, 0.01802, 0.078663, 0.082396, 0.105493, -0.029038, 0.044001, 0.005579, -0.084395, 0.002298, 0.0, 0.064684, 0.028845, 0.00443, -0.025198, -0.022007, 0.011304, 0.00818, 0.057401, -0.059886, 0.046728, -0.076392, -0.034107, 0.030195, 0.134838, -0.034816, -0.108271, -0.013553, -0.010332, 0.024106, 0.027727, 0.010775, 0.052171, 0.063, -0.016657, -0.011612, -0.013087, 0.017908, 0.004811, 0.004905, -0.029605, -0.016037, 0.081635, 0.027774, -0.023681, -0.003057, -0.028695, 0.058604, -0.018684, -0.027225, -0.043258, -0.008471, 0.06776, 0.041709, 0.027194, 0.024289, -0.031512, 0.042915, -0.012565, 0.009126, 0.010848, 0.055384, 0.036449, -0.054888, -0.032221, -0.084167, -0.019171, -0.036928, -0.040021, 0.056612, -0.027192, 0.087071, -0.10155, -0.013113, 0.038681, -0.05933, 0.094405, -0.033691, 0.008424, 0.028601, 0.047075, 0.02486, -0.067633, -0.039895, 0.028945, -0.007593, 0.059043, -0.003751, -0.054667, 0.031939, -0.018554, -0.042264, -0.010107, 0.052086, -0.051262, 0.145942, 0.024848, 0.043017, -0.03158, 0.027193, -0.081946, -0.10247, -0.011498, 0.043261, 0.036164, -0.00549, -0.0, -0.041716, 0.037983, 0.044013, 0.053561, 0.009026, -0.004028, 0.016795, 0.001251, -0.010147, 0.064035, 0.002349, -0.016515, 0.042777, 0.098931, 0.001579, -0.099221, 0.065824, -0.047363, -0.033727, -0.054125, -0.044388, 0.130645, -0.052142, 0.146584, -0.056994, -0.022552, 0.005357, -0.057817, 0.016056, -0.01073, -0.104746, -0.052037, -0.044959, -0.005652, 0.057068, -0.04251, 0.068797, -0.087196, -0.040087, -0.00073, 0.102862, -0.060144, -0.081029, -0.023444, -0.036054, 0.006877, -0.006214, 0.058989, -0.05332, 0.035083, 0.000964, 0.019948, -0.042326, 0.05039, -0.006896, 0.000778, -0.005895, -0.06717, 0.049452, 0.004843, -0.093134, 0.029204, 0.006437, -0.028862, 0.088777, -0.016106, -0.067624, -0.068966, 0.022432, -0.008529, 0.010703, -0.111591, -0.092467, 0.0008, -0.023249, -0.044082, -0.023262, -0.046, 0.010571, 0.113917, 0.059064, -0.098752, 0.074137, -0.074807, -0.001773, -0.021876, 0.066612, -0.014077, -0.021686, 0.137387, -0.077896, -0.025649, -0.003477, 0.022197, -0.00134, -0.0, 0.025853, 0.069456, -0.025916, 0.013947, -0.012979, -0.004073, -0.05099, 0.00491, -0.01889, -0.057624, 0.153784, 0.022615, -0.041222, 0.015811, -0.013402, 0.031623, -0.043806, -0.017774, -0.000622, 0.004081, 0.010588, 0.020124, -0.06172, 0.013441, 0.03533, 0.000374, -0.009989, 0.16091, -0.03402, 0.037954, -0.037597, -0.027351, -0.029222, -0.011396, -0.037144, -0.083039, -0.016657, 0.020505, 0.105926, -0.020275, 0.034663, 0.004008, -0.004249, 0.013819, -0.005787, -0.056565, -0.114613, -0.008801, 0.045469, -0.045118, -0.018172, 0.030371, 0.041931, 0.069909, 0.110308, -0.067529, -0.062961, -0.101157, -0.082569, -0.021493, 0.031421, -0.032448, 0.031313, -0.00692]"
ARG-23_1996-T551,Premise,President Bill Clinton promised to create 8 million jobs,Premise,T538,60758,60814,GORE,1996-10-09,
ARG-23_1996-T551,Premise,He's created 10 and a half million new jobs,Premise,T539,60816,60859,GORE,1996-10-09,
ARG-23_1996-T551,Premise,He's promised to cut the budget deficit in half,Premise,T540,60861,60908,GORE,1996-10-09,
ARG-23_1996-T551,Premise,He has cut it by 60 percent,Premise,T541,60910,60937,GORE,1996-10-09,
ARG-23_1996-T551,Premise,He promised to end welfare as we know it,Premise,T542,60939,60979,GORE,1996-10-09,
ARG-23_1996-T551,Premise,He passed and signed the Welfare Reform Law,Premise,T543,60981,61024,GORE,1996-10-09,
ARG-23_1996-T551,Premise,He has already moved 1.9 million people off the welfare rolls into good jobs,Premise,T544,61026,61102,GORE,1996-10-09,
ARG-23_1996-T551,Premise,We've got a plan to move 1 million more off welfare during the next four years,Premise,T545,61104,61182,GORE,1996-10-09,
ARG-23_1996-T551,Premise,He promised to implement the death penalty,Premise,T546,61184,61226,GORE,1996-10-09,
ARG-23_1996-T551,Premise,We passed an anti-crime Bill that has 60 new death penalty provisions,Premise,T547,61228,61297,GORE,1996-10-09,
ARG-23_1996-T551,Premise,"He promised to pass a plan that would put 100,000 new police officers on the streets",Premise,T548,61299,61383,GORE,1996-10-09,
ARG-23_1996-T551,Premise,"We're ahead of schedule and we're going to get the additional 80,000 new police officers on the streets in the coming four years, 45,000 of them are now already funded",Premise,T550,61540,61707,GORE,1996-10-09,
ARG-23_1996-T551,Premise,"He promised middle-income tax cuts. We've cut taxes for 15 million families and our plan to cut them for all middle income families has been waiting for action in the Congress for two full years. In the next four years, we will pass it",Premise,T552,61762,61997,GORE,1996-10-09,
